,2018,2020,2023,change_2018_2023,pct_change_2018_2023
access_agents,0.12312579541038761,0.18175187780923183,0.3089765667225203,0.18585077131213268,150.9438137578547
transactional_account_binary,0.4700094401278048,0.48059985717686265,0.5079599887292195,0.037950548601414724,8.07442263097848
wealth_numeric,2.5152131290392856,2.556874213622607,2.998696448703495,0.48348331966420943,19.222359889989978
education_numeric,1.6327427202091351,1.6846669160403986,1.6389828120597352,0.006240091850600038,0.3821846377487297
income_numeric,31211.943833856694,28355.864616870575,42121.74470311274,10909.800869256043,34.95392958326997
savings_frequency_numeric,1.0602764976958525,1.1310414419430044,0.8488189538285877,-0.21145754386726479,-19.94362266133365
runs_out_of_money,0.43802193014305424,0.7209507940286326,0.820054945054945,0.3820330149118908,87.2177826318244
urban,0.27655943649698644,0.2736423300574693,0.5491335587489433,0.2725741222519569,98.55896645744251
Population,3620.355394810635,4059.882796156746,4405.394393709688,785.0389988990532,21.68403135295272
