Age_numeric,gender_male,education_numeric,wealth_numeric,mobile_money_binary,transactional_account_binary,savings_frequency_numeric,runs_out_of_money,income_numeric,access_agents,urban,region_North East,region_North West,region_South East,region_South South,region_South West,year_2020,year_2023,Population
0.1461118,-0.07704296,0.7703343,0.36734757,0.15831554,0.18953547,0.4368051,-0.08148755,-0.0023365438,7.7990723,0.1700374,0.0035806703,-0.008301934,-0.049159497,-0.022888944,-0.10643641,0.0,-0.15749381,-0.16038373
0.06960679,-0.22413199,-0.34311098,0.14177708,-0.01910066,0.27987945,-0.3512114,-0.17729157,-0.24818085,0.9638455,0.14370382,-0.020736514,-0.021676986,-0.1015664,-0.0029798339,-0.47313717,0.0,-0.8768194,0.028421348
-0.028078627,0.16074787,1.0880548,0.9743057,-0.0034853583,0.53760576,0.510661,0.09406891,0.06993041,1.3947227,0.2822422,-0.0022314833,-0.008048796,-0.04234326,0.096771285,0.027162531,0.0,-0.16849576,-0.028127814
-0.080757864,-0.17542982,-0.011638832,0.30684823,-0.008433683,0.36650106,-0.025227431,0.079001136,-0.005590651,1.2025825,0.22769496,-0.028762477,-0.0015273269,-0.061876744,0.06440527,0.07754708,0.0,-0.5044783,-0.08601101
-0.11303512,-0.26542214,-0.4026274,0.48360792,-0.012061912,0.32846946,-0.26651466,0.06578733,-0.117418766,1.0047928,0.20434424,-0.029352892,-0.029399168,-0.04433826,-0.020137101,-0.25310034,0.0,-0.74361116,-0.1106553
0.043512568,0.19302092,0.07845913,1.0731664,-0.0063983537,0.5211647,0.6503688,-0.08810018,-0.024356034,1.2691553,0.29077324,-0.009913928,-0.01015703,-0.061217483,-0.031055925,-0.39682782,0.0,-0.39044297,-0.10500975
0.1851574,0.16687953,-0.29559186,0.8926645,-0.009855784,0.34354267,-0.6686928,-0.15940131,-0.2065842,1.0581261,0.22530209,-0.016971644,-0.020708364,-0.094543025,-0.01041508,-0.45028022,0.0,-0.7336224,0.13136175
0.029987827,-0.08860179,0.7591147,-0.24419147,-0.002630696,-0.1894221,0.45029724,0.25299278,-0.12780486,-1.8713771,0.114317596,0.0030203706,-0.011124734,-0.040361512,-0.026993122,-0.3166951,0.0,0.31175572,0.042664155
0.059642717,-0.15463008,1.1509069,0.9230852,-0.0039443797,0.5138451,0.08224168,-0.011642327,-0.023383094,1.4693795,0.26722345,-0.022360735,0.0020062926,-0.0519696,0.17728524,0.045729637,0.0,-0.24081944,-0.053853765
0.06997437,0.111933894,-0.17456248,0.33833262,-0.0033224581,-0.17435451,-0.024609406,0.12248955,-0.00955532,-1.499545,0.11489003,-0.010209114,0.00075253524,-0.067639254,-0.0072690197,0.060332693,0.0,0.30966443,0.019591078
0.0019747969,-0.14812657,-0.4950326,0.15785123,-0.016627043,0.32646143,0.42849487,0.20744704,-0.26658994,1.0246785,0.12444248,-0.014556627,-0.009256155,-0.051100448,-0.032497186,-0.4827622,0.0,-0.7124375,-0.0066575925
-0.0701706,-0.17918366,-0.06555638,0.31382185,-0.010641214,0.27574432,-0.55379325,0.17511322,-0.059326377,0.9531987,0.1661532,-0.02243676,0.0021475158,-0.10894772,-0.022540616,-0.30993515,0.0,-0.691872,0.08598418
0.18459062,0.20554973,-0.3893539,0.22417714,-0.013060344,0.4018741,0.36983943,-0.123152524,0.3519315,1.1656187,0.2762086,-0.011367353,-0.049307846,-0.04293664,-0.06437437,0.09926198,0.0,-0.5445901,-0.11007274
-0.10038269,0.19214627,1.0907156,0.388617,-0.0038242184,0.45906973,0.07886419,0.16863607,1.251628,1.4169185,0.2615427,0.0051088585,-0.017154612,-0.054691788,0.23515075,0.09175705,0.0,-0.22810979,-0.028182806
0.017767224,-0.1731684,-0.001668445,0.939436,-0.007869396,0.46480367,0.07068535,0.009579886,-0.012527826,1.2698487,0.27142012,-0.02273636,0.002119424,-0.05415056,0.17724702,0.0801813,0.0,-0.4751804,-0.07408971
-0.081364244,0.15470855,0.030056845,0.013445872,-0.011308027,0.39421007,0.5221289,0.053506833,0.007714285,1.1284238,0.27703166,-0.002073602,-0.013561695,-0.058580186,0.044402733,0.060299236,0.0,-0.4778171,-0.081045166
-0.049560014,-0.14978574,0.059953608,0.48988512,-0.008912099,0.30777222,0.6442346,0.11403991,-0.21884935,1.1092384,0.17506345,-0.0026668522,0.0011974407,-0.0661672,-0.041007414,-0.33021325,0.0,-0.46970898,-0.029508952
0.057412915,-0.13126051,0.6054652,-0.20558159,-0.0028314458,-0.14466946,-0.023250688,0.23237121,-0.1239452,-1.7551205,0.10820678,-0.0141050145,-0.0090139145,-0.028999394,-0.020126333,-0.281621,0.0,0.24589045,0.07334066
0.07316135,0.15933867,0.6919176,0.510478,0.14906682,0.21897447,-0.14042772,0.038498677,-0.015902022,7.486176,0.12634058,-0.014176252,-0.0017269527,-0.027442837,0.053445365,0.026391175,0.0,-0.19390553,-0.041852795
0.06062101,0.13566867,1.0276004,1.1096677,-0.0033550982,0.58649606,0.44007635,-0.11932577,0.31818035,1.433956,0.32774776,-0.0037546735,-0.024247907,-0.044521466,-0.024508264,-0.2967617,0.0,-0.1704543,-0.10999682
0.07578085,0.17619492,1.3309921,0.52203,-0.0037201007,0.4455303,0.5213499,0.14867195,0.1840501,1.3818737,0.18749182,-0.010337384,-0.009838178,-0.045610223,-0.027725274,-0.06563508,0.0,-0.19845764,0.09486454
0.064672254,-0.09344881,0.8252761,0.6056044,0.15114528,0.24159668,0.41920218,-0.08875545,-0.0071994406,7.628707,0.16566171,-0.0026094303,-0.0036214015,-0.034882415,-0.0211006,-0.112413555,0.0,-0.15448058,-0.18337394
-0.040184774,-0.17197627,-0.0034804847,0.30741116,-0.008433683,0.35459918,-0.0136882225,0.058951963,-0.0040733367,1.201022,0.23525545,-0.027685104,-0.0026640394,-0.05773267,0.08014127,0.07729751,0.0,-0.503582,-0.118923336
0.08541808,-0.21898063,-0.4415032,0.6546344,-0.011581744,0.31303242,-0.008339343,0.125928,-0.11455812,1.0785117,0.18118834,-0.014519464,-0.029966544,-0.04999102,-0.024871305,-0.22103162,0.0,-0.6746588,-0.11770665
